,name,url_key,title,brand,description,model,product_category,thumb_url,small_image_url,highest_bid_amount,highest_bid_updated_at,lowest_ask_amount,lowest_ask_updated_at,express_expedited_count,express_standard_count,express_standard_lowest_amount,annual_avg_price,annual_volatility,annual_sales_count,annual_price_premium,last72h_sales_count,last_sale_amount,release_date
1877,Sequoia,nike-dunk-low-retro-prm-sequoia,Nike Dunk Low Retro PRM Sequoia,Nike,"The Nike Dunk Low Retro PRM Sequoia applies a dark base to the recognizable Nike Dunk Low silhouette. It pays tribute to previous Dunk Low models from the 1980s by incorporating aged leather and padding around the collar.
<br>
<br>
Although designed as a basketball shoe, the sneaker features a flat rubber outsole that grips the ground, making it a favorite among skateboarders. The upper is crafted from aged leather, which is soft and gives the sneaker a retro feel. Tonal leather overlays and the Swoosh cross the shoe without creating a color-blocking effect. Although the Sequoia color is featured prominently across the upper, the colorway also includes Light Orewood Brown.
<br>
<br>
Our experts like the minimal Nike branding, including ""Nike"" stitched across the heel counter and the Nike logo on the tongue in white. The Nike Dunk Low Retro PRM Sequoia was released on August 9th, 2023, and retailed at $120.",Nike Dunk Low Retro PRM,sneakers,https://images.stockx.com/images/Nike-Dunk-Low-Retro-PRM-Sequoia-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Dunk-Low-Retro-PRM-Sequoia-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,62.0,2025-02-25T20:17:53Z,72.0,2025-02-25T15:36:03Z,1,21,96.0,74,0.361737,542,-0.558,0,51,2023-08-09
1878,All-Star (GS),nike-ja-1-se-all-star-gs,Nike Ja 1 SE All-Star (GS),Nike,"The Nike Ja 1 SE All-Star (GS) is a shoe for grade schoolers that’s part of American basketball star Ja Morant’s collection with the brand. 
<br> 
<br>
The All-Star (GS) Nike Ja 1 SE has a white mesh upper with leather overlays supporting the forefoot in a metallic silver kaleidoscope design. The Nike Swoosh appears in metallic silver on the outer side and white on the inside. The heel counter is made of a light shade of blue with Morant’s branding etched into it on the outer side. The tongue bears his logo along with stars, as does the heel collar. The shoe sits atop a thick blue and white midsole, and the outsole is blue with white speckles. 
<br>
<br>
Our favorite feature of this shoe is the silver prism detailing on the overlays and one of the Swooshes, which drives home the All-Star mentality. The Nike Ja 1 SE All-Star (GS) was released on February 16, 2024, for $102.",Nike Ja 1 SE,sneakers,https://images.stockx.com/images/Nike-Ja-1-SE-All-Star-GS.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1707383488,https://images.stockx.com/images/Nike-Ja-1-SE-All-Star-GS.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1707383488,83.0,2025-02-25T19:34:40Z,102.0,2025-02-25T19:11:51Z,0,3,159.0,85,0.151575,542,-0.157,6,83,2024-02-16
1879,Munsell White,new-balance-530-munsell-white,New Balance 530 Munsell White,New Balance,"The New Balance 530 Munsell White arrives in a Munsell white and silver metallic colorway.
<br>
<br>
The New Balance 530 Munsell White has an upper that is crafted from a blend of leather and synthetic materials, making it both durable and lightweight. The shoe features ABZORB cushioning in the midsole for reduced impact. The outsole is constructed from sturdy rubber, making it both grippy and stable. The shoe features ""N"" branding on the lateral sides and an ""NB"" logo on the tongue.
<br>
<br>
The New Balance 530 Munsell White was made available on December 8th, 2020, and sold for a retail price of $100.",New Balance 530,sneakers,https://images.stockx.com/images/New-Balance-530-Munsell-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/New-Balance-530-Munsell-White-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,46.0,2025-02-17T00:34:06Z,104.0,2025-02-25T09:13:32Z,0,3,174.0,107,0.124376,542,0.07,2,107,2020-12-08
1880,Masterpiece (2025),nike-kobe-9-elite-protro-masterpiece,Nike Kobe 9 Elite Protro Masterpiece (2025),Nike,"The Nike Kobe 9 Elite Protro Masterpiece returns in all its bold, artistic glory, celebrating Kobe Bryant’s legacy with a design as dynamic as his game. This high-top silhouette features a black & multi color Flyknit upper, acting as the perfect backdrop for an explosion of bright crimson, volt, and multi-color woven details, symbolizing the creativity and precision Kobe brought to the court. A metallic silver 3M Swoosh adds a reflective edge, while the quilted leather tongue with a green Mamba logo & red Kobe signature sets this release apart from previous Kobe 9s with a distinct pop of color.<br><br>Function meets style with carbon fiber reinforcements on the midsole for added stability and paint splatter accents that enhance the sneaker’s artistic appeal. Paying tribute to Kobe’s relentless drive, the red Achilles stitch detail on the heel honors his legendary return from injury. A solid grey rubber outsole rounds out the look, ensuring durability and traction whether you’re playing or keeping them fresh in your collection. True to the Protro philosophy, this 2025 edition keeps its original aesthetic while incorporating modernized performance upgrades for today’s game.<br><br>Released on February 8, 2025, exactly 11 years after its original 2014 debut, the Nike Kobe 9 Elite Protro Masterpiece retailed at $240. Featuring a standout black, metallic silver, bright crimson, and volt colorway, this iconic sneaker made a long-awaited return, solidifying its place as one of the most unforgettable Kobe releases to date.",Nike Kobe 9 Elite Protro,sneakers,https://images.stockx.com/images/Nike-Kobe-9-Elite-Protro-Masterpiece-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1739472556,https://images.stockx.com/images/Nike-Kobe-9-Elite-Protro-Masterpiece-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1739472556,215.0,2025-02-25T06:57:22Z,212.0,2025-02-25T07:58:18Z,0,23,395.0,241,0.103305,541,-0.058,50,216,2025-02-08
1881,Preloved Yellow,adidas-samba-lt-preloved-yellow,adidas Samba LT Preloved Yellow,adidas,"The adidas Samba LT Preloved Yellow continues the lineage of one of the brand's most iconic trainers. This updated model has a striking design, while retaining that classic low profile.
<br>
<br>
The much beloved adidas Samba has been a hit all over the world since it was released a few decades ago. The simplicity of its design captures perfectly the adidas ethos, and you can now get many different colorways besides the original black with white detailing. This trainer is prized for its characteristic leather nubuck toe, and its slim, lightweight rubber outsole.
<br>
<br>
Like so many people, we're huge fans of this new model because of the upgrades on the original that make the legendary Samba even more special. What stands out most is the over-sized soccer boot-like tongue that now covers the lace-up area. It's quite a departure from the original design, but once we got used to this new look, it soon became one of our favorite features. The adidas Samba LT Preloved Yellow was released on 1 May 2024, retailed at $100.",adidas Samba LT,sneakers,https://images.stockx.com/images/adidas-Samba-LT-Preloved-Yellow-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/adidas-Samba-LT-Preloved-Yellow-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,52.0,2025-02-25T07:25:12Z,71.0,2025-02-01T04:01:58Z,3,6,98.0,99,0.15173,541,0.027,6,98,2024-05-01
1882,Travis Scott Cactus Jack Wheat Lemon Drop,nike-air-max-1-travis-scott-wheat-lemon-drop,Nike Air Max 1 Travis Scott Cactus Jack Wheat Lemon Drop,Nike,"Joining the Gold and Brown version of Nike SNKRS is the Nike Air Max 1 Travis Scott Wheat Lemon Drop sneaker in baroque brown, wheat, and lemon drop colorways.
<br>
<br>
The Nike Air Max 1 Travis Scott Wheat Lemon Drop silhouette is constructed with a lemon-colored upper mesh and a baroque brown mudguard and heel tab. To complete the design is a baroque brown corporate branding, red rope laces, wheat-colored tongues, and overlays, including a reverse Swoosh on the lateral in a neural lemon drop hue.
<br>
<br>
The Nike Air Max 1 Travis Scott Wheat Lemon Drop sneaker was released on May 2022, retailing at $160.",Nike Air Max 1,sneakers,https://images.stockx.com/images/Nike-Air-Max-1-Travis-Scott-Wheat-Lemon-Drop-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-Max-1-Travis-Scott-Wheat-Lemon-Drop-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,358.0,2025-02-25T06:06:14Z,274.0,2025-02-25T06:27:34Z,0,14,446.0,295,0.300809,540,0.906,2,292,2022-05-23
1883,Eclipse,new-balance-9060-eclipse,New Balance 9060 Eclipse,New Balance,"The New Balance 9060 Eclipse reinterprets elements from the iconic 99X models to craft a futuristic look, then dresses the hybrid shoe in a contrasting colorway that pops.
<br>
<br>
The upper of the Eclipse iteration of the New Balance 9060 features a base of black mesh that offers lightweight breathability. This is overlaid with undulating strips of dark navy blue suede that gives this shoe a Y2K aesthetic. Flat tonal laces cross over a navy blue leather tongue that sports a tongue tag branding window inspired by the 991 lace jewel. The dual-density midsole in shades of off-white and pale gray features layers of ABZORB and SBS cushioning. This midsole offers stark color contrast against the upper, but matches the translucent CR device that offers stability at the heel. The outsole features gray rubber pads with off-white diamonds, a nod to the 860. 
<br>
<br>
Our favorite feature of this sneaker is the design of the side panel Ns. The lateral navy blue N pops with its silvery white lining, while the medial is glossy midnight blue embroidery. The New Balance 9060 Eclipse was released on August 10th, 2023, for a retail price of $150.",New Balance 9060,sneakers,https://images.stockx.com/images/New-Balance-9060-Eclipse-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/New-Balance-9060-Eclipse-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,80.0,2025-02-05T14:17:58Z,127.0,2025-02-25T16:24:29Z,0,7,153.0,121,0.213281,540,-0.3,2,105,2023-08-10
1884,Denim Turquoise,nike-dunk-low-denim-turquoise,Nike Dunk Low Denim Turquoise,Nike,"The Nike Dunk Low Denim Turquoise is a low-top shoe made with premium materials to increase athletic performance. 
<br> 
<br>
The denim turquoise version of the Nike Dunk Low is made of leather. White leather forms the base, the sides, the ankle collar, and the toe box, which is perforated for breathability. Leather overlays in the Denim Turquoise color form the toe cap, ankle strap, eyestays, and heel collar, which also bears the Nike brand name stitched in white. The Nike Swoosh also adorns each side in Denim Turquoise. Another Nike patch appears on the tongue. The shoe features a white midsole and Denim Turquoise outsole that is patterned for traction. 
<br>
<br>
What we like most about the shoe is the smooth leather upper, which gives it a crisp and clean look. The Nike Dunk Low Denim Turquoise was released on June 1, 2024, for a retail price of $115.",Nike Dunk Low,sneakers,https://images.stockx.com/images/Nike-Dunk-Low-Denim-Turquoise-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Dunk-Low-Denim-Turquoise-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,59.0,2025-02-25T07:48:09Z,68.0,2025-02-25T13:06:36Z,34,74,83.0,74,0.205334,539,-0.498,6,56,2024-06-01
1885,Dark Royal Brown,new-balance-9060-dark-royal-brown,New Balance 9060 Dark Royal Brown,New Balance,"The New Balance 9060 Dark Royal Brown is a function-first running shoe with an exaggerated technical silhouette. Blue Agate dominates the sneaker, while hits of black on the midsole, mesh underlays, laces, and part of the rubber outsole add contrast.
<br>
<br>
Drawing inspiration from heritage 99X models, the Dark Royal Brown New Balance 9060 boasts layered pig suede overlays in Blue Agate and gray. The wavy lines create the illusion of movement across the upper and support the breathable mesh base. Contributing to the sneaker’s visible tech aesthetic, the sculpted midsole houses oversized pods and ABZORB and ABZORB SBS cushioning. The diamond-like shape of the outsole pattern comes from the 860 and helps evenly distribute pressure.
<br>
<br>
Our experts at StockX like the shiny tongue tag displaying New Balance branding because it resembles the lace jewel on the 991. The New Balance 9060 Dark Royal Brown was released on January 8, 2024, and sold for $150.",New Balance 9060,sneakers,https://images.stockx.com/images/New-Balance-9060-Dark-Royal-Brown-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/New-Balance-9060-Dark-Royal-Brown-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,95.0,2025-01-25T17:23:29Z,112.0,2025-02-25T07:24:43Z,0,5,192.0,120,0.197795,539,-0.367,2,95,2024-01-08
1886,Cacao Wow,nike-air-max-1-sc-cacao-wow,Nike Air Max 1 SC Cacao Wow,Nike,"The Nike Air Max 1 SC Cacao Wow is a colorway of the classic shoe that was inspired by Cacao and chocolate colors.
<br>
<br>
This version of the Nike Air Max 1 is constructed with a mesh upper in a Hemp light brown color. This allows breathability and flexibility for extra comfort. Leather overlays in a pale brown Dusted Clay color cross the midsoles and form the heel counter. A textured dark brown Cacao Wow leather mudguard rounds out the shoe from the inner arch around the heel, and the Nike swoosh appears across each side in Cacao Wow. A Nike Air logo is featured on the heel, while the tongue also bears an Air Max logo patch. An off-white rubber sole contains visible Air Max units in the heel while Nike Air cushioning is present in the forefoot.
<br>
<br>
Our favorite feature of this sneaker is the smooth brown colorway, which makes the shoe neutral but bold at the same time. The Nike Air Max 1 SC Cacao Wow was released on March 1, 2024, for $150.",Nike Air Max 1 SC,sneakers,https://images.stockx.com/images/Nike-Air-Max-1-SC-Cacao-Wow-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-Max-1-SC-Cacao-Wow-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,82.0,2025-02-25T15:13:23Z,95.0,2025-02-25T08:56:51Z,0,11,110.0,89,0.273523,538,-0.015,3,141,2024-03-01
1887,White Picante Red,nike-dunk-low-retro-white-picante-red,Nike Dunk Low Retro White Picante Red,Nike,"The Nike Dunk Low Retro White Picante Red is a brightly colored version of the original Nike Dunk model. It is meant to have a vintage look and feel that reminds the wearer of the 90s.
<br>
<br>
The Low Retro Dunk in White and Picante Red has a bright red gum rubber sole that is directly below the white rubber midsole. On top of the midsole is the white body that is made of leather and various leather overlays. The Nike ‘Swoosh’ symbol is bright red, as well as the ‘Nike’ that is embroidered on the back of the shoe. 
<br>
<br>
A feature of the Nike Dunk Low Retro White Picante Red that our team of experts particularly likes is the pop of red that is on the tongue of the shoe, as well as the round toe design. These shoes first became available for purchase on July 13th, 2023, and had a starting retail price of $110.",Nike Dunk Low Retro,sneakers,https://images.stockx.com/images/Nike-Dunk-Low-Retro-White-Picante-Red-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Dunk-Low-Retro-White-Picante-Red-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,25.0,2025-02-23T18:54:30Z,70.0,2025-01-20T02:13:27Z,3,19,84.0,69,0.322515,538,-0.527,0,50,2023-07-13
1888,Black Metallic Grey,nike-air-max-dn-black-metallic-grey,Nike Air Max Dn Black Metallic Grey,Nike,"The Black Metallic Grey Nike Air Max Dn redefines classic design with smart colors and dynamic detailing combined in a way that accentuates the brand's tone and creativity. This release merges Nike’s signature Air cushioning with a trendy aesthetic tailored for casual and athletic settings.
<br>
<br>
The Black Metallic Grey Air Max Dn by Nike features a synthetic and mesh upper for durability and breathability, paired with metallic grey accents highlighting its modern design. The signature Nike Air unit in the midsole ensures responsive cushioning, complemented by a durable rubber outsole for reliable grip. Since its inception in 1987, the Air Max line has revolutionized footwear, blending cutting-edge technology with street-ready designs.
<br>
<br>
What our experts enjoy about the Nike Air Max Dn Black Metallic Grey is the secure lacing system that improves foot stability and its reflective accents in the heel to improve visibility in low-light conditions. This pair retailed at $160 when it debuted on 3 May 2024.",Nike Air Max Dn,sneakers,https://images.stockx.com/images/Nike-Air-Max-Dn-Black-Metallic-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-Max-Dn-Black-Metallic-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,102.0,2025-02-25T07:47:31Z,130.0,2025-02-07T01:09:47Z,0,14,208.0,124,0.124168,537,-0.338,4,102,2024-05-03
1889,Gorge Green (Women's),nike-air-max-1-obsidian-varsity-w,Nike Air Max 1 Gorge Green (Women's),Nike,"The dominant colors that characterize the appearance of the Nike Air Max 1 Gorge Green W are Obsidian, white, Midnight Navy, and Gorge Green.
<br>
<br>
This Gorge Green Nike Air Max 1 in women’s sizing showcases a blend of Midnight Navy, Gorge Green, and Obsidian sitting on top of a traditional white midsole and gum bottom. The upper of this sneaker is constructed using a combination of different materials, namely leather, mesh, and suede. Additionally, there are design elements reminiscent of a varsity jacket that are incorporated through the Nike lettering at the forefoot, the Swoosh branding, and the heel.
<br>
<br>
A white Swoosh on a black top is one feature that our experts found to be attractive on this shoe. The Nike Air Max 1 Gorge Green W sold for $160 at the time of its launch in September 30, 2022.",Nike Air Max 1,sneakers,https://images.stockx.com/images/Nike-Air-Max-1-Obsidian-Varsity-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-Max-1-Obsidian-Varsity-W-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,91.0,2025-02-25T07:02:00Z,74.0,2025-02-24T20:21:19Z,0,2,100.0,86,0.217467,537,-0.444,2,85,2022-09-30
1890,Pure Platinum Anthracite,nike-air-vapormax-2023-flyknit-pure-platinum-anthracite,Nike Air VaporMax 2023 Flyknit Pure Platinum Anthracite,Nike,"The Nike Air VaporMax 2023 FlyKnit Pure Platinum Anthracite gives the sneaker a snowy upgrade with a crystal-like VaporMax unit, and a colorway dominated by Pure Platinum and white.
<br>
<br>
The upper is made of stretchy FlyKnit in Pure Platinum that conforms to the foot’s shape. This durable material is lightweight and keeps the foot from overheating. However, the most noteworthy feature is the VaporMax unit, which runs the entire length of the shoe and is made from a single piece. It provides responsive cushioning and protects against impact while adding an eye-catching design element. An Anthracite Swoosh logo with bits of Pure Platinum streaks across the lateral side panel, while additional branding can be found on the insole, tongue tag, and heel.
<br>
<br>
Our StockX experts appreciate that the Flyknit is made with 20 percent recycled materials. The Nike Air VaporMax 2023 FlyKnit Pure Platinum Anthracite was released on August 1st, 2023, and retailed at $210.",Nike Air VaporMax 2023 Flyknit,sneakers,https://images.stockx.com/images/Nike-Air-VaporMax-2023-Flyknit-Pure-Platinum-Anthracite-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-VaporMax-2023-Flyknit-Pure-Platinum-Anthracite-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,67.0,2025-02-25T18:41:01Z,103.0,2025-02-25T06:09:51Z,2,3,134.0,137,0.252634,537,-0.571,4,86,2023-08-01
1891,Archeo Pink (Women's),nike-dunk-low-archeo-pink-w,Nike Dunk Low Archeo Pink (Women's),Nike,"The women's Nike Dunk Low Archeo Pink (W) features a white leather upper with Archeo Pink overlays and Swooshes. From there, a matching woven tongue label and sole completes the design.
<br>
<br>
The women's Nike Dunk Low Archeo Pink (W) released in October of 2021 and retailed for $100.",Nike Dunk Low,sneakers,https://images.stockx.com/images/Nike-Dunk-Low-Archeo-Pink-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Dunk-Low-Archeo-Pink-W-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,45.0,2025-02-01T04:16:48Z,61.0,2025-02-25T06:07:49Z,4,27,88.0,99,0.140789,536,-0.26,0,71,2021-10-23
1892,Penny,nike-kd-17-penny,Nike KD 17 Penny,Nike,"The Nike KD 17 Penny merges Nike's cutting-edge technology with nostalgic design elements, giving you a fresh take on basketball shoes. The shoe redefines comfort and style for the modern athlete by combining a bold aesthetic with performance-focused materials.
<br>
<br>
The Penny version of the KD 17 by Nike features a striking upper made with lightweight mesh and synthetic overlays that increase breathability and add to the structure. This edition comes with a deep-blue and black palette with sleek silver accents, a small nod to Penny Hardaway’s classic colors. The midsole uses full-length Nike Zoom Air cushioning for responsive support, which adds stability for dynamic movements, while a sturdy rubber outsole offers multidirectional traction. This model is an excellent addition to Nike’s basketball heritage, thanks to the innovative use of materials and bold color accents.
<br>
<br>
We appreciate the classic upper pattern resembling waves, and the round toe cap that is part of the line. Released on April 26, 2024, the Nike KD 17 Penny retailed at $150.",Nike KD 17,sneakers,https://images.stockx.com/images/Nike-KD-17-Penny-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-KD-17-Penny-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,119.0,2025-02-17T02:16:14Z,106.0,2025-02-25T00:40:13Z,3,7,143.0,118,0.588978,534,-0.633,3,53,2024-04-26
1893,College Pack Midnight Navy,nike-air-force-1-low-college-pack-midnight-navy,Nike Air Force 1 Low College Pack Midnight Navy,Nike,"The Nike Air Force 1 Low College Pack Midnight Navy arrives in a sail, midnight navy-gum medium brown color scheme.
<br>
<br>
The College Pack Midnight Navy Nike Air Force 1 Low adopts a classic silhouette with an upper that is constructed with synthetic and leather overlays. The shoe features a perforated toe box for breathability. The shoe's outsole is made of rubber for grip and sturdiness. The midsole features Nike Air technology, which offers cushioning and support. The shoe has a Nike Swoosh on either side, a ""NIKE Swoosh AIR FORCE 1"" inscription on the tongue, and ""NIKE Swoosh Air"" on the heel.
<br>
<br>
The Nike Air Force 1 Low College Pack Midnight Navy was released at a retail price of $130 on September 24, 2022.",Nike Air Force 1 Low,sneakers,https://images.stockx.com/images/Nike-Air-Force-1-Low-College-Pack-Midnight-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-Force-1-Low-College-Pack-Midnight-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,138.0,2025-02-09T15:40:49Z,115.0,2025-02-25T09:09:03Z,0,0,,109,0.146576,534,-0.032,1,121,2022-09-24
1894,Ale Brown Ostrich (Women's),nike-dunk-low-lx-ale-brown-ostrich-womens,Nike Dunk Low LX Ale Brown Ostrich (Women's),Nike,"The Nike Dunk Low LX Ale Brown Ostrich (Women's) is a low-top women’s shoe designed with the look of ostrich skin in mind.
<br>
<br>
This iteration of the Nike Dunk Low LX is made with a base of white leather, which forms the sides, part of the heel, and the toe box. The toe box is also perforated for breathability. Shiny Ale Brown paneled overlays can be found on the upper rounding out the toe box, running under the laces, running down from the ankle around the heel, and forming the Nike swoosh on each side. The brown overlays take on a shiny and textured feel, mimicking ostrich skin. The heel collar contains the Nike brand name, while a logo patch can also be found on the tongue. A white rubber sole and Ale Brown outsole round out the design.
<br>
<br>
What we like best about this shoe is the unique texture and shine of the brown overlays, which add extra visual interest. The Nike Dunk Low LX Ale Brown Ostrich (Women's) was released on February 17, 2024, for a price of $135.",Nike Dunk Low LX,sneakers,https://images.stockx.com/images/Nike-Dunk-Low-LX-Ale-Brown-Ostrich-Womens-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Dunk-Low-LX-Ale-Brown-Ostrich-Womens-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,44.0,2025-02-18T11:20:47Z,70.0,2025-02-25T13:32:38Z,3,5,83.0,73,0.235975,534,-0.415,0,76,2024-02-17
1895,Bred (2022),nike-air-max-270-bred-2022,Nike Air Max 270 Bred (2022),Nike,"The Nike Air Max 270 Bred 2022 is a new colorway addition to the Air Max 270 Bred collection.
<br>
<br>
The upper of the Air Max 270 Bred 2022 is made from a mix of synthetic materials and fabric, which provides both breathability and support. The shoe also features a sock-like fit that hugs the foot and provides a snug feel. The rubber outsole is also durable and provides excellent traction, making it ideal for both indoor and outdoor activities. The sneaker comes in a black colorway with red accents on the branding and on the Air unit at the sole. 
<br>
<br>
We think that the standout feature of the Nike Air Max 270 Bred 2022 is the large Air Max cushioning in the heel. This air unit provides excellent cushioning and support, making the shoe comfortable for all-day wear. The Nike Air Max 270 Bred 2022 was released on March 17th, 2022 at a listing price of $150.",Nike Air Max 270,sneakers,https://images.stockx.com/images/Nike-Air-Max-270-Bred-2022-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-Max-270-Bred-2022-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,138.0,2025-02-12T18:41:48Z,146.0,2025-02-25T07:53:31Z,5,5,147.0,147,0.221499,534,0.573,0,226,2022-03-17
1896,Jacquemus Light Bone Gold (Women's),nike-air-humara-lx-jacquemus-beige-w,Nike Air Humara LX Jacquemus Light Bone Gold (Women's),Nike,"French designer Simon Porte Jacquemus teamed up with Nike for a luxe take on the hiking-friendly Nike Air Humara.
<br>
<br>
The women's Nike Air Humara LX Jacquemus Beige is constructed of a smooth light beige leather upper with brown hairy suede overlays and striped exterior ribbons. A pendant-like golden Nike mini Swoosh graces each side of the upper in an elegant fashion. At the base, a sculptural, jagged gum outsole is versatile enough for the streets and the trails.
<br>
<br>
The women's Nike Air Humara LX Jacquemus Beige released in June of 2022.",Nike Air Humara LX,sneakers,https://images.stockx.com/images/Nike-Air-Humara-LX-Jacquemus-Beige-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-Humara-LX-Jacquemus-Beige-W-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,315.0,2025-02-25T09:20:23Z,202.0,2025-02-18T01:19:29Z,0,12,283.0,224,0.311348,533,0.065,1,173,2022-06-28
